rank,candidate_id,v2_score,v1_score,fake_risk,current_title,profile_years,company,location,manual_override_note,risk_reasons,evidence_hits,feature_v1_score,feature_fit_score,feature_fake_risk,feature_title,feature_years,feature_retrieval,feature_ranking,feature_evaluation,feature_production,feature_relevance_system,feature_shipper,feature_llm,feature_skills,feature_company,feature_location,feature_behavior,feature_education,feature_raw_years_ideal,feature_raw_years_senior_band,feature_response_rate,feature_notice_fast,feature_open_to_work,feature_india_or_relocate,feature_target_city,feature_verified_strength,feature_github_strength,feature_top_rank_signal,feature_career_depth_signal,feature_availability_signal,feature_risk_safe
1,CAND_0030468,9.402256594,1.022343519,0.000,Senior Applied Scientist,5.4,Swiggy,"Indore, Madhya Pradesh",,,connect users with relevant information | relevant information at scale | ranking and retrieval systems | decide what to show | search & discovery | offline metrics | online numbers | offline experimentation,9.402257,0.922344,0.000000,0.950000,1.000000,0.412500,0.675000,0.500000,1.000000,1.000000,1.000000,0.000000,0.662354,0.980000,0.780000,0.797042,1.000000,0.680000,1.000000,0.780000,0.714286,1.000000,1.000000,0.000000,1.000000,0.450000,0.870000,0.788125,0.820960,1.000000
103,CAND_0036184,6.103537983,0.685154174,0.000,Recommendation Systems Engineer,6.0,CRED,"Trivandrum, Kerala",,,semantic search | vector search | retrieval | embedding | embeddings | sentence-transformers | sentence transformers | bm25,6.103538,0.749760,0.000000,0.930000,1.000000,1.000000,0.762500,0.500000,0.412500,0.000000,0.487500,0.550000,1.000000,0.980000,0.730000,0.850801,0.940000,0.800000,1.000000,0.900000,0.857143,1.000000,1.000000,0.000000,1.000000,0.432000,0.543375,0.513125,0.893892,1.000000
104,CAND_0087630,6.093018934,0.793086599,0.000,AI Engineer,7.2,Vedantu,"Gurgaon, Haryana",,,embedding | embeddings | sentence transformers | bm25 | opensearch | elasticsearch | pgvector | learning to rank,6.093019,0.763936,0.000000,0.890000,1.000000,0.912500,0.775000,0.462500,1.000000,0.000000,0.650000,0.650000,1.000000,0.620000,1.000000,0.547994,0.880000,0.960000,1.000000,0.450000,0.857143,0.000000,1.000000,1.000000,0.666667,0.232000,0.618250,0.598125,0.460269,1.000000
105,CAND_0009024,6.078481998,0.743586406,0.000,Search Engineer,5.2,Google,"Chennai, Tamil Nadu",,,retrieval | embedding | embeddings | faiss | qdrant | opensearch | ranking | recommendation system,6.078482,0.761456,0.000000,0.930000,1.000000,0.900000,0.775000,0.250000,0.912500,0.000000,0.487500,0.375000,1.000000,0.980000,0.730000,0.663731,1.000000,0.640000,1.000000,0.460000,0.857143,1.000000,1.000000,0.000000,1.000000,0.327000,0.595875,0.565625,0.709064,1.000000
106,CAND_0024466,6.070079169,0.770296392,0.000,Search Engineer,5.2,PharmEasy,Toronto,,,retrieval | embedding | embeddings | sentence transformers | bm25 | pinecone | pgvector | learning-to-rank,6.070079,0.784665,0.000000,0.930000,1.000000,0.962500,1.000000,0.500000,0.912500,0.000000,0.487500,0.612500,1.000000,0.980000,0.610000,0.595462,1.000000,0.640000,1.000000,0.470000,0.000000,1.000000,1.000000,0.000000,0.666667,0.000000,0.665875,0.626250,0.555685,1.000000
107,CAND_0081852,6.003715583,0.754520468,0.000,Senior Data Scientist,5.9,Mad Street Den,"Delhi, Delhi",,,drift detection | semantic search | vector search | retrieval | embedding | embeddings | milvus | weaviate,6.003716,0.777522,0.000000,0.870000,1.000000,1.000000,0.325000,0.250000,0.800000,0.250000,0.487500,0.312500,1.000000,0.980000,1.000000,0.787983,0.940000,0.780000,1.000000,0.440000,0.714286,1.000000,1.000000,1.000000,0.666667,0.879000,0.533500,0.558750,0.732336,1.000000
108,CAND_0009691,5.859236562,0.724150098,0.000,Applied ML Engineer,6.2,LinkedIn,"Indore, Madhya Pradesh",,,semantic search | embedding | embeddings | sentence-transformers | sentence transformers | faiss | qdrant | pinecone,5.859237,0.766919,0.000000,0.900000,1.000000,1.000000,0.775000,0.250000,0.912500,0.000000,0.487500,0.675000,1.000000,0.980000,0.780000,0.683425,0.820000,0.840000,1.000000,0.640000,0.000000,1.000000,1.000000,0.000000,1.000000,0.678000,0.586875,0.590625,0.633370,1.000000
109,CAND_0006557,5.853449934,0.763411296,0.070,NLP Engineer,7.9,Paytm,"Jaipur, Rajasthan",,low profile completeness,vector search | information retrieval | retrieval | embedding | embeddings | faiss | qdrant | weaviate,5.853450,0.799371,0.070000,0.840000,1.000000,1.000000,1.000000,0.662500,1.000000,0.000000,0.650000,0.587500,1.000000,0.980000,0.830000,0.586130,0.760000,0.820000,1.000000,0.630000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.668250,0.665000,0.591952,0.930000
110,CAND_0052335,5.814184992,0.686326091,0.000,Applied ML Engineer,6.4,Aganitha,Berlin,,,semantic search | embedding | embeddings | sentence-transformers | sentence transformers | faiss | pinecone | learning-to-rank,5.814185,0.737761,0.000000,0.900000,1.000000,1.000000,0.887500,0.662500,0.487500,0.000000,0.487500,0.475000,0.779131,0.980000,0.610000,0.702109,0.880000,0.880000,1.000000,0.790000,0.571429,1.000000,1.000000,0.000000,1.000000,0.209000,0.586875,0.549375,0.764058,1.000000
111,CAND_0076163,5.811673858,0.553941620,0.000,NLP Engineer,6.9,Ola,"Chandigarh, Chandigarh",,,semantic search | sentence transformers | bm25 | weaviate | opensearch | elasticsearch | learning-to-rank | ranking,5.811674,0.682994,0.000000,0.840000,1.000000,0.375000,0.875000,0.412500,0.325000,0.000000,0.650000,0.287500,1.000000,0.980000,0.730000,0.816614,0.820000,0.980000,1.000000,0.840000,0.571429,1.000000,1.000000,0.000000,1.000000,0.846000,0.517000,0.382500,0.822360,1.000000
112,CAND_0041568,5.735747562,0.841924568,0.000,Search Engineer,5.2,Haptik,Sydney,,,semantic search | vector search | retrieval | embedding | embeddings | sentence-transformers | bm25 | faiss,5.735748,0.792260,0.000000,0.930000,1.000000,1.000000,1.000000,0.800000,1.000000,0.000000,0.487500,0.675000,1.000000,0.980000,0.290000,0.588747,1.000000,0.640000,1.000000,0.520000,0.285714,1.000000,0.000000,0.000000,0.666667,0.000000,0.709000,0.648750,0.608356,1.000000
113,CAND_0049896,5.732247269,0.827182989,0.000,Search Engineer,7.3,Unacademy,"Vizag, Andhra Pradesh",,,vector search | information retrieval | retrieval | embedding | embeddings | sentence transformers | pinecone | ranking,5.732247,0.786416,0.000000,0.930000,1.000000,1.000000,0.925000,0.500000,0.912500,0.000000,0.487500,0.800000,0.909531,0.980000,0.830000,0.658708,0.520000,0.940000,1.000000,0.430000,0.285714,1.000000,1.000000,0.000000,1.000000,0.000000,0.650875,0.620625,0.613840,1.000000
114,CAND_0050454,5.692685819,0.683997241,0.000,AI Engineer,6.8,Rephrase.ai,"Delhi, Delhi",,,semantic search | retrieval | embedding | sentence-transformers | bm25 | faiss | qdrant | elasticsearch,5.692686,0.755457,0.000000,0.890000,1.000000,1.000000,0.825000,0.500000,0.412500,0.000000,0.487500,0.562500,1.000000,0.980000,1.000000,0.750371,1.000000,0.960000,1.000000,0.770000,0.857143,1.000000,1.000000,1.000000,0.666667,0.000000,0.543875,0.525625,0.821220,1.000000
115,CAND_0087364,5.664753724,0.843616327,0.000,Recommendation Systems Engineer,4.9,Glance,"Gurgaon, Haryana",,,offline metrics | drift detection | retrieval | milvus | qdrant | pinecone | opensearch | elasticsearch,5.664754,0.846616,0.000000,0.930000,0.900000,0.475000,1.000000,0.500000,1.000000,0.500000,0.737500,0.062500,1.000000,0.980000,0.950000,0.603290,0.880000,0.580000,0.000000,0.480000,0.857143,0.000000,1.000000,1.000000,1.000000,0.218000,0.804000,0.692500,0.489887,1.000000
116,CAND_0041611,5.661686546,0.867206632,0.080,Staff Machine Learning Engineer,6.4,Locobuzz,Austin,,stale and low response,intelligence layer end-to-end | hybrid retrieval | semantic search | dense vector | dense retrieval | retrieval | embedding | embeddings,5.661687,0.844007,0.080000,0.980000,1.000000,1.000000,1.000000,1.000000,1.000000,0.162500,0.650000,1.000000,1.000000,0.980000,0.610000,0.299737,0.700000,0.880000,1.000000,0.070000,0.857143,0.000000,1.000000,0.000000,1.000000,0.000000,0.784625,0.713750,0.265966,0.920000
117,CAND_0089552,5.651951497,0.767635490,0.000,Machine Learning Engineer,6.0,Netflix,"Kolkata, West Bengal",,,semantic search | vector search | embedding | embeddings | sentence-transformers | sentence transformers | bm25 | faiss,5.651951,0.777031,0.000000,0.900000,1.000000,1.000000,0.850000,0.500000,0.912500,0.000000,0.487500,0.800000,1.000000,0.980000,0.830000,0.486126,0.880000,0.800000,1.000000,0.490000,0.000000,0.000000,1.000000,0.000000,1.000000,0.384000,0.626875,0.605625,0.316951,1.000000
118,CAND_0072660,5.607300378,0.800882463,0.000,Machine Learning Engineer,7.1,Unacademy,Berlin,,,drift detection | semantic search | information retrieval | retrieval | sentence-transformers | faiss | opensearch | elasticsearch,5.607300,0.764493,0.000000,0.900000,1.000000,0.862500,0.875000,0.250000,0.800000,0.250000,0.487500,0.287500,1.000000,0.980000,0.240000,0.744927,1.000000,0.980000,1.000000,0.530000,0.857143,1.000000,0.000000,0.000000,0.666667,0.000000,0.652500,0.634375,0.759042,1.000000
119,CAND_0079064,5.530262082,0.686202408,0.000,Senior Data Scientist,5.2,Niramai,"Noida, Uttar Pradesh",,,semantic search | retrieval | embedding | embeddings | sentence-transformers | bm25 | faiss | pinecone,5.530262,0.774274,0.000000,0.870000,1.000000,1.000000,0.612500,0.912500,0.575000,0.000000,0.650000,0.862500,0.990810,0.980000,1.000000,0.695697,0.640000,0.640000,1.000000,0.910000,0.000000,1.000000,1.000000,1.000000,1.000000,0.268000,0.561000,0.523750,0.705779,1.000000
120,CAND_0051630,5.499698868,0.666137833,0.000,Machine Learning Engineer,6.0,Razorpay,"Kolkata, West Bengal",,,semantic search | information retrieval | retrieval | embedding | embeddings | sentence-transformers | sentence transformers | bm25,5.499699,0.728188,0.000000,0.900000,1.000000,1.000000,0.950000,0.500000,0.412500,0.000000,0.487500,0.425000,1.000000,0.980000,0.680000,0.509931,0.940000,0.800000,1.000000,0.510000,0.285714,0.000000,1.000000,0.000000,0.333333,0.664000,0.571875,0.550625,0.374330,1.000000
121,CAND_0051292,5.499435070,0.665739737,0.070,Applied ML Engineer,5.2,Freshworks,"Trivandrum, Kerala",,low profile completeness,semantic search | vector search | retrieval | embedding | embeddings | sentence-transformers | bm25 | faiss,5.499435,0.763265,0.070000,0.900000,1.000000,1.000000,1.000000,0.750000,0.412500,0.000000,0.487500,0.800000,1.000000,0.980000,0.730000,0.701802,0.880000,0.640000,1.000000,0.520000,0.857143,1.000000,1.000000,0.000000,1.000000,0.617000,0.606875,0.560625,0.739292,0.930000
122,CAND_0020877,5.492119942,0.693344826,0.000,Applied ML Engineer,5.1,CRED,"Gurgaon, Haryana",,,semantic search | information retrieval | retrieval | embedding | embeddings | sentence-transformers | bm25 | faiss,5.492120,0.762984,0.000000,0.900000,1.000000,1.000000,0.325000,0.912500,0.575000,0.000000,0.650000,0.737500,1.000000,0.980000,1.000000,0.589123,1.000000,0.620000,1.000000,0.660000,0.571429,0.000000,1.000000,1.000000,1.000000,0.744000,0.512500,0.466250,0.486363,1.000000
123,CAND_0061339,5.473176861,0.820729015,0.000,Search Engineer,4.2,Rephrase.ai,"Chandigarh, Chandigarh",,,offline metrics | vector search | information retrieval | retrieval | embedding | embeddings | milvus | opensearch,5.473177,0.828729,0.000000,0.930000,0.760000,1.000000,0.962500,0.500000,1.000000,0.250000,0.737500,0.437500,0.934426,0.980000,0.780000,0.713677,0.880000,0.440000,0.000000,0.900000,0.285714,1.000000,1.000000,0.000000,1.000000,0.857000,0.734000,0.741250,0.753328,1.000000
124,CAND_0070485,5.418823904,0.603419120,0.000,Search Engineer,6.4,Saarthi.ai,"Coimbatore, Tamil Nadu",,,semantic search | information retrieval | retrieval | sentence-transformers | bm25 | faiss | elasticsearch | learning-to-rank,5.418824,0.694877,0.000000,0.930000,1.000000,1.000000,0.950000,0.500000,0.412500,0.000000,0.487500,0.437500,0.764352,0.480000,0.730000,0.556164,1.000000,0.880000,1.000000,0.450000,0.000000,1.000000,1.000000,0.000000,0.666667,0.263000,0.580875,0.550625,0.534966,1.000000
125,CAND_0022812,5.397349605,0.907397210,0.000,Applied ML Engineer,4.5,Dream11,"Coimbatore, Tamil Nadu",,,offline metrics | drift detection | semantic search | retrieval | sentence-transformers | sentence transformers | faiss | qdrant,5.397350,0.870397,0.000000,0.900000,0.820000,0.962500,1.000000,0.750000,1.000000,0.500000,0.737500,0.475000,1.000000,0.980000,0.830000,0.552317,0.700000,0.500000,0.000000,0.790000,0.571429,0.000000,1.000000,0.000000,0.666667,0.000000,0.820000,0.814375,0.504141,1.000000
126,CAND_0078492,5.374881602,0.579556042,0.000,Recommendation Systems Engineer,5.1,Verloop.io,"Kochi, Kerala",,,semantic search | sentence-transformers | bm25 | faiss | qdrant | elasticsearch | learning-to-rank | ranking,5.374882,0.707755,0.000000,0.930000,1.000000,0.737500,1.000000,0.250000,0.162500,0.000000,0.487500,0.475000,1.000000,0.980000,0.830000,0.692499,1.000000,0.620000,1.000000,0.700000,0.857143,1.000000,1.000000,0.000000,0.666667,0.354000,0.528375,0.457500,0.780571,1.000000
127,CAND_0037944,5.313889615,0.841010309,0.000,Senior Data Scientist,4.9,Vedantu,"Jaipur, Rajasthan",,,offline metrics | vector search | retrieval | embedding | embeddings | sentence transformers | bm25 | pinecone,5.313890,0.788002,0.000000,0.870000,0.900000,1.000000,0.925000,0.800000,0.737500,0.250000,0.737500,0.625000,1.000000,0.480000,0.730000,0.690044,1.000000,0.580000,0.000000,0.420000,0.857143,1.000000,1.000000,0.000000,1.000000,0.830000,0.699125,0.694375,0.709589,1.000000
128,CAND_0076831,5.253039298,0.808510529,0.000,Search Engineer,4.0,Krutrim,"Delhi, Delhi",,,offline metrics | drift detection | semantic search | retrieval | sentence-transformers | bm25 | faiss | milvus,5.253039,0.856511,0.000000,0.930000,0.720000,0.837500,0.875000,0.550000,1.000000,0.500000,0.737500,0.350000,0.891932,0.980000,1.000000,0.653952,1.000000,0.400000,0.000000,0.500000,0.285714,1.000000,1.000000,1.000000,1.000000,0.467000,0.784000,0.758125,0.629438,1.000000
129,CAND_0039838,5.233308502,0.884351510,0.070,Recommendation Systems Engineer,4.9,Amazon,"Kochi, Kerala",,low profile completeness,offline metrics | drift detection | semantic search | vector search | embedding | embeddings | sentence-transformers | faiss,5.233309,0.879552,0.070000,0.930000,0.900000,0.862500,1.000000,0.500000,1.000000,0.500000,0.737500,0.662500,1.000000,0.980000,0.730000,0.675556,1.000000,0.580000,0.000000,0.800000,0.285714,1.000000,1.000000,0.000000,0.333333,0.363000,0.804000,0.789375,0.713080,0.930000
130,CAND_0020350,5.133046931,0.659901538,0.000,AI Engineer,5.8,Zoho,"Jaipur, Rajasthan",,,drift detection | vector search | retrieval | sentence transformers | bm25 | faiss | recommendation system | recommendation systems,5.133047,0.718777,0.000000,0.890000,1.000000,0.412500,0.487500,0.000000,0.800000,0.250000,0.487500,0.375000,1.000000,0.980000,0.730000,0.697518,0.940000,0.760000,1.000000,0.580000,0.857143,1.000000,1.000000,0.000000,1.000000,0.000000,0.547000,0.444375,0.752578,1.000000
131,CAND_0056881,5.092828501,0.801571518,0.000,Machine Learning Engineer,4.5,Zomato,"Trivandrum, Kerala",,,offline metrics | drift detection | vector search | information retrieval | retrieval | pinecone | elasticsearch | learning to rank,5.092829,0.804572,0.000000,0.900000,0.820000,0.312500,0.987500,0.500000,1.000000,0.500000,0.737500,0.125000,1.000000,0.980000,0.730000,0.566979,0.820000,0.500000,0.000000,0.750000,0.285714,0.000000,1.000000,0.000000,1.000000,0.000000,0.792500,0.649375,0.457149,1.000000
132,CAND_0036437,5.084089710,0.770376795,0.000,Search Engineer,4.8,Rephrase.ai,"Kolkata, West Bengal",,,drift detection | vector search | retrieval | sentence transformers | faiss | milvus | weaviate | opensearch,5.084090,0.795377,0.000000,0.930000,0.880000,0.600000,0.875000,0.412500,0.962500,0.250000,0.650000,0.225000,1.000000,0.980000,0.780000,0.725741,0.880000,0.560000,0.000000,0.870000,0.857143,0.000000,1.000000,0.000000,1.000000,0.352000,0.702125,0.609375,0.636368,1.000000
133,CAND_0037566,5.072094890,0.618327464,0.000,Machine Learning Engineer,6.9,LinkedIn,"Bangalore, Karnataka",,,retrieval | embedding | embeddings | bm25 | pinecone | elasticsearch | ranking | recommendation system,5.072095,0.728862,0.000000,0.900000,1.000000,1.000000,0.487500,0.412500,0.325000,0.000000,0.650000,0.550000,0.982329,0.980000,0.990000,0.771969,0.760000,0.980000,1.000000,0.500000,1.000000,1.000000,1.000000,1.000000,1.000000,0.734000,0.457500,0.461250,0.783788,1.000000
134,CAND_0079284,4.920957259,0.828288907,0.000,Machine Learning Engineer,4.9,Google,"Hyderabad, Telangana",,,offline metrics | retrieval | embedding | embeddings | qdrant | elasticsearch | ranking | recommendation system,4.920957,0.831289,0.000000,0.900000,0.900000,0.837500,1.000000,0.500000,1.000000,0.250000,0.737500,0.562500,0.945096,0.980000,0.840000,0.614799,1.000000,0.580000,0.000000,0.790000,0.857143,0.000000,1.000000,1.000000,1.000000,0.000000,0.732500,0.708125,0.571991,1.000000
135,CAND_0099806,4.901728515,0.716426557,0.000,AI Engineer,4.6,Mad Street Den,"Bhubaneswar, Odisha",,,offline metrics | retrieval | embedding | embeddings | sentence transformers | bm25 | faiss | qdrant,4.901729,0.777360,0.000000,0.890000,0.840000,0.887500,0.875000,0.500000,0.412500,0.250000,0.737500,0.250000,1.000000,0.980000,0.830000,0.825128,1.000000,0.520000,0.000000,0.760000,0.857143,1.000000,1.000000,0.000000,1.000000,0.869000,0.616375,0.607500,0.848623,1.000000
136,CAND_0026532,4.821697837,0.841106878,0.000,Recommendation Systems Engineer,4.8,Zomato,"Chennai, Tamil Nadu",,,semantic search | information retrieval | retrieval | embedding | embeddings | sentence-transformers | bm25 | faiss,4.821698,0.818378,0.000000,0.930000,0.880000,1.000000,0.900000,0.912500,1.000000,0.000000,0.650000,0.600000,1.000000,0.980000,0.830000,0.613595,1.000000,0.560000,0.000000,0.520000,0.285714,1.000000,1.000000,0.000000,1.000000,0.325000,0.700250,0.645000,0.618295,1.000000
137,CAND_0061655,4.783000439,0.709440228,0.000,Machine Learning Engineer,4.6,Krutrim,"Jaipur, Rajasthan",,,embedding | embeddings | bm25 | qdrant | pinecone | opensearch | elasticsearch | learning-to-rank,4.783000,0.763225,0.000000,0.900000,0.840000,0.812500,1.000000,0.500000,0.912500,0.000000,0.487500,0.312500,1.000000,0.980000,0.730000,0.769389,1.000000,0.520000,0.000000,0.880000,1.000000,0.000000,1.000000,0.000000,1.000000,0.565000,0.656875,0.588750,0.677755,1.000000
138,CAND_0029367,4.740005946,0.638281904,0.070,Senior Data Scientist,5.7,Rephrase.ai,"Bangalore, Karnataka",,low profile completeness,semantic search | vector search | retrieval | embedding | embeddings | sentence-transformers | sentence transformers | bm25,4.740006,0.740670,0.070000,0.870000,1.000000,1.000000,0.612500,0.750000,0.412500,0.000000,0.487500,0.725000,1.000000,0.980000,0.890000,0.701404,0.880000,0.740000,1.000000,0.770000,0.285714,1.000000,1.000000,1.000000,0.666667,0.398000,0.520375,0.483125,0.715919,0.930000
139,CAND_0001610,4.738768357,0.721646278,0.000,Machine Learning Engineer,3.0,Dream11,"Trivandrum, Kerala",,,offline metrics | semantic search | information retrieval | retrieval | embedding | embeddings | sentence-transformers | sentence transformers,4.738768,0.819646,0.000000,0.900000,0.460000,1.000000,1.000000,1.000000,1.000000,0.250000,0.737500,0.487500,1.000000,0.980000,0.830000,0.677493,0.880000,0.200000,0.000000,0.570000,0.285714,1.000000,1.000000,0.000000,0.666667,0.400000,0.782500,0.748750,0.656354,1.000000
140,CAND_0057701,4.695587926,0.663261782,0.000,Recommendation Systems Engineer,4.1,Verloop.io,"Chandigarh, Chandigarh",,,offline metrics | semantic search | retrieval | sentence-transformers | faiss | milvus | qdrant | opensearch,4.695588,0.754792,0.000000,0.930000,0.740000,0.837500,1.000000,0.550000,0.737500,0.250000,0.737500,0.412500,1.000000,0.480000,0.680000,0.646110,1.000000,0.420000,0.000000,0.560000,0.000000,1.000000,1.000000,0.000000,1.000000,0.647000,0.707125,0.668750,0.598444,1.000000
141,CAND_0074225,4.672347379,0.675337950,0.000,Machine Learning Engineer,4.3,Unacademy,"Vizag, Andhra Pradesh",,,offline metrics | semantic search | vector search | retrieval | embedding | embeddings | milvus | qdrant,4.672347,0.798218,0.000000,0.900000,0.780000,1.000000,1.000000,0.750000,0.412500,0.250000,0.737500,0.500000,1.000000,0.980000,0.830000,0.750042,0.940000,0.460000,0.000000,0.910000,0.000000,1.000000,1.000000,0.000000,1.000000,0.543000,0.669375,0.660625,0.727517,1.000000
142,CAND_0030827,4.597411617,0.609162938,0.000,Senior Data Scientist,5.4,Freshworks,Singapore,,,semantic search | retrieval | embedding | sentence-transformers | sentence transformers | bm25 | faiss | qdrant,4.597412,0.710655,0.000000,0.870000,1.000000,1.000000,1.000000,0.500000,0.412500,0.000000,0.487500,0.425000,1.000000,0.980000,0.290000,0.617266,0.940000,0.680000,1.000000,0.520000,0.000000,1.000000,0.000000,0.000000,0.666667,0.524000,0.572875,0.560625,0.576906,1.000000
143,CAND_0015578,4.583286050,0.542112182,0.000,AI Engineer,5.4,Zoho,"Delhi, Delhi",,,embedding | embeddings | sentence transformers | bm25 | faiss | pinecone | ranking | recommendation system,4.583286,0.673335,0.000000,0.890000,1.000000,1.000000,0.650000,0.250000,0.162500,0.000000,0.487500,0.487500,1.000000,0.620000,0.980000,0.623505,1.000000,0.680000,1.000000,0.650000,0.285714,1.000000,1.000000,1.000000,1.000000,0.277000,0.446375,0.453125,0.654759,1.000000
144,CAND_0078042,4.489115765,0.714611193,0.000,Applied ML Engineer,4.7,PolicyBazaar,Dubai,,,offline metrics | semantic search | retrieval | sentence transformers | pinecone | opensearch | learning-to-rank | ranking,4.489116,0.741655,0.000000,0.900000,0.860000,0.412500,1.000000,0.800000,0.737500,0.250000,0.737500,0.187500,0.937891,0.840000,0.240000,0.710790,0.880000,0.540000,0.000000,0.910000,0.857143,0.000000,0.000000,0.000000,0.666667,0.836000,0.723125,0.562500,0.640387,1.000000
145,CAND_0013613,4.485751440,0.856681218,0.000,Machine Learning Engineer,4.7,Adobe,Singapore,,,offline metrics | semantic search | retrieval | embedding | embeddings | sentence-transformers | sentence transformers | bm25,4.485751,0.819681,0.000000,0.900000,0.860000,1.000000,0.962500,1.000000,1.000000,0.250000,0.737500,0.550000,0.810545,0.980000,0.290000,0.686380,0.640000,0.540000,0.000000,0.730000,0.571429,1.000000,0.000000,0.000000,0.666667,0.667000,0.775000,0.741250,0.742766,1.000000
146,CAND_0064904,4.478055280,0.822034526,0.000,AI Engineer,4.9,LinkedIn,"Hyderabad, Telangana",,,drift detection | vector search | retrieval | embedding | embeddings | weaviate | opensearch | elasticsearch,4.478055,0.807035,0.000000,0.890000,0.900000,1.000000,0.825000,0.250000,1.000000,0.250000,0.487500,0.550000,1.000000,0.980000,0.890000,0.659500,0.880000,0.580000,0.000000,0.780000,0.285714,1.000000,1.000000,1.000000,0.666667,0.590000,0.669500,0.688750,0.701657,1.000000
147,CAND_0054123,4.199687560,0.767476970,0.070,Applied ML Engineer,4.7,Meta,"Gurgaon, Haryana",,low profile completeness,semantic search | vector search | retrieval | embedding | embeddings | sentence-transformers | bm25 | faiss,4.199688,0.794522,0.070000,0.900000,0.860000,1.000000,0.762500,0.800000,1.000000,0.000000,0.487500,0.550000,1.000000,0.980000,0.950000,0.654934,1.000000,0.540000,0.000000,0.870000,0.571429,0.000000,1.000000,1.000000,1.000000,0.715000,0.652500,0.601250,0.565188,0.930000
148,CAND_0009837,4.191944379,0.674665639,0.000,Senior Data Scientist,4.3,Rephrase.ai,"Noida, Uttar Pradesh",,,offline metrics | retrieval | faiss | qdrant | learning to rank | ranking | recommendation system | recommendation systems,4.191944,0.749966,0.000000,0.870000,0.780000,0.287500,0.987500,0.550000,0.737500,0.250000,0.737500,0.250000,0.958006,0.980000,1.000000,0.520014,1.000000,0.460000,0.000000,0.530000,0.571429,0.000000,1.000000,1.000000,0.666667,0.545000,0.686625,0.528750,0.426220,1.000000
149,CAND_0075439,4.149534276,0.735929206,0.000,Machine Learning Engineer,4.3,Flipkart,"Vizag, Andhra Pradesh",,,semantic search | vector search | information retrieval | retrieval | embedding | embeddings | pinecone | opensearch,4.149534,0.778587,0.000000,0.900000,0.780000,1.000000,0.775000,0.662500,1.000000,0.000000,0.650000,0.612500,1.000000,0.980000,0.730000,0.672334,0.940000,0.460000,0.000000,0.560000,0.857143,0.000000,1.000000,0.000000,1.000000,0.663000,0.641250,0.620000,0.537505,1.000000
150,CAND_0012957,4.119320700,0.729057992,0.000,Search Engineer,4.9,Razorpay,"Chennai, Tamil Nadu",,,retrieval | embedding | embeddings | bm25 | qdrant | learning-to-rank | ranking | recommendation system,4.119321,0.773987,0.000000,0.930000,0.900000,0.887500,0.962500,0.500000,0.912500,0.000000,0.487500,0.562500,1.000000,0.980000,0.830000,0.567031,0.940000,0.580000,0.000000,0.670000,0.000000,0.000000,1.000000,0.000000,1.000000,0.535000,0.658375,0.600000,0.394313,1.000000
151,CAND_0030348,4.071683430,0.734568739,0.000,Machine Learning Engineer,4.5,BYJU'S,"Noida, Uttar Pradesh",,,semantic search | vector search | retrieval | embedding | embeddings | sentence-transformers | bm25 | faiss,4.071683,0.734344,0.000000,0.900000,0.820000,1.000000,0.712500,0.750000,1.000000,0.000000,0.487500,0.250000,0.821859,0.480000,1.000000,0.672389,0.820000,0.500000,0.000000,0.540000,0.714286,1.000000,1.000000,1.000000,1.000000,0.000000,0.637500,0.591250,0.711099,1.000000
152,CAND_0064270,4.054137065,0.690062077,0.000,Applied ML Engineer,4.2,Verloop.io,"Pune, Maharashtra",,,offline metrics | semantic search | retrieval | embedding | embeddings | sentence-transformers | sentence transformers | bm25,4.054137,0.773614,0.000000,0.900000,0.760000,1.000000,1.000000,0.750000,0.412500,0.250000,0.737500,0.350000,1.000000,0.840000,1.000000,0.554278,0.700000,0.440000,0.000000,0.820000,0.714286,0.000000,1.000000,1.000000,1.000000,0.000000,0.669375,0.660625,0.533854,1.000000
153,CAND_0054394,3.989393306,0.701566491,0.000,Recommendation Systems Engineer,4.1,PharmEasy,"Pune, Maharashtra",,,semantic search | retrieval | embedding | embeddings | sentence-transformers | bm25 | faiss | pinecone,3.989393,0.759099,0.000000,0.930000,0.740000,1.000000,1.000000,0.662500,0.737500,0.000000,0.487500,0.612500,0.704219,0.840000,1.000000,0.729979,1.000000,0.420000,0.000000,0.640000,0.857143,1.000000,1.000000,1.000000,0.666667,0.315000,0.655875,0.609375,0.780563,1.000000
154,CAND_0039754,3.736614626,0.716058503,0.240,Senior Applied Scientist,16.2,Meta,"Indore, Madhya Pradesh",,career duration far below stated experience,matching pipeline | offline metrics | intelligence layer end-to-end | hybrid retrieval | semantic search | dense vector | dense retrieval | retrieval,3.736615,0.866459,0.240000,0.950000,0.180000,1.000000,1.000000,1.000000,1.000000,0.575000,0.650000,1.000000,1.000000,0.980000,0.830000,0.846708,1.000000,0.000000,0.000000,0.810000,0.857143,1.000000,1.000000,0.000000,1.000000,0.775000,0.878750,0.837500,0.869755,0.760000
